id;course_id;user_id;sale_value_brl;created_at
3085;4;6086;94.0;2019-09-19
3086;4;7076;126.0;2019-08-25
3087;4;8042;151.5;2018-02-02
3088;4;589;91.0;2018-04-23
3089;4;8548;109.0;2017-10-26
3090;4;6388;98.0;2019-11-06
3091;4;3713;124.8;2018-11-08
3092;4;4608;196.0;2019-02-13
3093;4;4585;151.5;2019-05-07
3094;4;4810;91.0;2018-09-07
3095;4;2734;91.8;2017-08-02
3096;4;3564;96.0;2017-11-06
3097;4;2095;127.2;2017-03-18
3098;4;2565;103.0;2019-05-19
3099;4;2924;163.2;2018-06-27
3100;4;1137;154.5;2017-08-04
3101;4;3621;90.0;2019-03-12
3102;4;9898;204.0;2019-11-11
3103;4;4615;122.4;2018-12-21
3104;4;7805;109.0;2019-12-15
3105;4;6202;132.0;2019-02-22
3106;4;3292;158.1;2019-04-23
3107;4;3799;162.0;2019-06-20
3108;4;775;92.0;2019-01-17
3109;4;5187;112.8;2019-09-10
3110;4;6192;120.0;2019-08-23
3111;4;2274;147.0;2018-08-22
3112;4;2432;90.0;2019-09-23
3113;4;6481;90.0;2019-05-12
3114;4;6329;106.0;2019-09-16
3115;4;949;144.0;2018-09-19
3116;4;344;95.4;2016-05-22
3117;4;2841;184.0;2018-04-24
3118;4;2226;106.0;2017-10-01
3119;4;5407;122.4;2019-12-25
3120;4;5580;96.3;2019-02-20
3121;4;7244;157.5;2019-09-27
3122;4;771;154.5;2018-07-01
3123;4;7332;156.0;2019-12-10
3124;4;3733;106.0;2019-05-10
3125;4;376;101.0;2017-07-01
3126;4;6306;178.5;2019-10-06
3127;4;1460;202.0;2018-04-21
3128;4;4868;141.0;2018-11-17
3129;4;9930;103.0;2019-12-01
3130;4;9201;82.8;2018-10-05
3131;4;5299;112.8;2019-09-29
3132;4;4371;208.0;2018-12-07
3133;4;6487;88.2;2019-07-31
3134;4;8492;83.7;2017-07-19
3135;4;8265;116.4;2019-06-04
3136;4;6698;142.5;2019-06-12
3137;4;4558;202.0;2018-05-13
3138;4;8846;151.5;2019-12-20
3139;4;7189;94.0;2019-11-21
3140;4;7719;141.0;2019-12-16
3141;4;7581;90.9;2019-11-15
3142;4;6849;218.0;2019-08-13
3143;4;8015;132.0;2017-10-06
3144;4;9842;94.0;2019-11-18
3145;4;2539;97.0;2018-09-19
3146;4;5395;91.8;2018-12-22
3147;4;6954;202.0;2019-12-07
3148;4;5508;90.0;2019-01-28
3149;4;3298;157.5;2018-11-18
3150;4;7859;86.4;2019-12-21
3151;4;9;141.0;2018-05-22
3152;4;1444;92.0;2018-06-19
3153;4;1666;97.0;2017-11-23
3154;4;5593;126.0;2019-04-09
3155;4;6735;117.6;2019-06-11
3156;4;5968;104.0;2019-10-02
3157;4;1801;171.7;2019-06-29
3158;4;3358;100.0;2017-12-08
3159;4;2642;92.0;2019-02-03
3160;4;5715;98.0;2019-08-12
3161;4;6596;94.0;2019-09-08
3162;4;7251;108.0;2019-12-18
3163;4;4844;144.0;2019-03-10
3164;4;6945;181.9;2019-11-24
3165;4;4405;83.7;2019-10-11
3166;4;8902;187.0;2019-11-07
3167;4;7144;92.0;2019-12-06
3168;4;8597;147.0;2018-03-15
3169;4;647;101.0;2018-08-26
3170;4;7803;171.7;2019-12-02
3171;4;4099;118.8;2019-01-27
3172;4;886;185.3;2019-11-24
3173;4;1627;150.0;2017-10-30
3174;4;925;130.8;2016-11-11
3175;4;8355;99.0;2019-11-27
3176;4;3714;165.0;2019-02-25
3177;4;7248;148.5;2019-09-27
3178;4;5048;132.0;2019-11-05
3179;4;1962;120.0;2018-05-01
3180;4;3753;99.0;2019-02-19
3181;4;5220;176.8;2019-10-28
3182;4;2596;123.6;2018-11-04
3183;4;198;118.8;2019-10-03
3184;4;7702;96.0;2019-12-20
3185;4;1815;99.0;2017-11-10
3186;4;6205;101.0;2019-03-02
3187;4;6331;148.5;2019-12-26
3188;4;1918;156.4;2017-08-12
3189;4;3257;81.9;2018-01-05
3190;4;723;91.0;2018-10-29
3191;4;6040;142.5;2019-01-28
3192;4;5397;82.8;2019-05-27
3193;4;7443;114.0;2019-12-29
3194;4;3902;157.5;2018-10-29
3195;4;3751;110.4;2019-03-15
3196;4;3895;109.0;2018-05-23
3197;4;7845;122.4;2019-12-17
3198;4;8631;184.0;2017-08-25
3199;4;6691;132.0;2019-12-17
3200;4;7905;89.1;2019-12-28
3201;4;156;94.0;2016-11-03
3202;4;269;110.0;2017-11-25
3203;4;8440;122.4;2018-05-05
3204;4;6117;188.0;2019-12-11
3205;4;7532;101.0;2019-12-01
3206;4;2351;159.8;2018-08-12
3207;4;1125;105.0;2019-01-09
3208;4;9044;91.0;2019-02-08
3209;4;2124;124.8;2019-05-01
3210;4;2718;110.0;2019-07-11
3211;4;4126;96.0;2018-03-05
3212;4;4553;116.4;2018-09-28
3213;4;8980;91.0;2018-10-17
3214;4;42;124.8;2017-07-12
3215;4;7762;97.2;2019-12-03
3216;4;8189;102.0;2016-09-21
3217;4;3535;115.2;2017-12-22
3218;4;7580;94.0;2019-11-02
3219;4;2316;111.6;2019-04-07
3220;4;6398;124.8;2019-08-16
3221;4;4976;107.0;2018-10-02
3222;4;7012;161.5;2019-08-28
3223;4;6373;139.5;2019-08-30
3224;4;10000;159.8;2019-12-31
3225;4;6639;94.0;2019-07-31
3226;4;223;208.0;2019-01-18
3227;4;3547;196.0;2019-03-01
3228;4;8604;128.4;2017-08-07
3229;4;8346;136.5;2018-09-03
3230;4;1172;117.6;2018-09-21
3231;4;3397;188.0;2019-07-30
3232;4;4065;111.6;2018-09-23
3233;4;7602;121.2;2019-11-19
3234;4;2763;163.5;2018-09-01
3235;4;550;93.0;2019-12-20
3236;4;2514;116.4;2018-09-23
3237;4;3847;166.6;2019-12-06
3238;4;6459;180.0;2019-06-18
3239;4;5820;123.6;2019-10-23
3240;4;9964;98.0;2019-12-17
3241;4;4529;92.0;2019-12-16
3242;4;3055;147.0;2019-02-15
3243;4;4726;109.0;2019-09-20
3244;4;6299;92.0;2019-12-22
3245;4;2609;123.6;2017-05-28
3246;4;3910;101.0;2019-07-28
3247;4;1300;94.5;2016-12-08
3248;4;5704;154.5;2018-11-19
3249;4;2587;158.1;2019-04-26
3250;4;1008;106.0;2019-03-28
3251;4;63;109.0;2019-06-12
3252;4;9650;120.0;2019-09-05
3253;4;6189;103.0;2019-07-27
3254;4;2888;129.6;2019-07-07
3255;4;4819;103.0;2018-12-16
3256;4;197;180.0;2018-08-14
3257;4;9411;89.1;2019-03-17
3258;4;957;81.0;2019-01-06
3259;4;611;92.0;2016-11-21
3260;4;7139;96.0;2019-09-28
3261;4;9830;109.0;2019-08-27
3262;4;7351;117.6;2019-09-12
3263;4;4406;100.0;2019-01-31
3264;4;2516;102.0;2019-04-13
3265;4;6700;101.0;2019-09-27
3266;4;1144;91.0;2017-03-06
3267;4;787;190.0;2017-06-09
3268;4;9870;138.0;2019-12-21
3269;4;6901;93.0;2019-10-11
3270;4;4486;106.0;2018-09-05
3271;4;1279;95.0;2019-08-26
3272;4;3745;145.5;2019-06-27
3273;4;6238;132.0;2019-07-13
3274;4;3994;102.0;2018-09-05
3275;4;9786;86.4;2019-10-15
3276;4;6940;97.2;2019-09-27
3277;4;9347;94.0;2018-11-01
3278;4;5645;86.4;2019-11-11
3279;4;2015;96.0;2019-07-19
3280;4;9178;100.0;2019-08-03
3281;4;1345;98.0;2019-12-07
3282;4;3287;109.2;2019-08-20
3283;4;4012;118.8;2019-06-08
3284;4;1064;106.0;2016-12-12
3285;4;801;110.0;2019-10-15
3286;4;1916;97.0;2017-05-24
3287;4;2957;98.0;2019-04-21
3288;4;1523;96.0;2017-04-28
3289;4;6776;103.0;2019-07-14
3290;4;6873;108.0;2019-12-16
3291;4;4201;108.0;2018-12-12
3292;4;5102;106.0;2019-07-30
3293;4;2342;99.0;2019-06-12
3294;4;9265;109.0;2019-11-18
3295;4;9573;109.2;2019-12-22
3296;4;8089;114.0;2017-07-03
3297;4;3190;98.0;2018-04-10
3298;4;6063;82.8;2019-08-05
3299;4;5774;81.0;2019-01-24
3300;4;8733;94.0;2017-11-07
3301;4;2716;106.0;2019-05-13
3302;4;581;159.8;2016-07-17
3303;4;5938;142.5;2019-02-11
3304;4;7395;97.0;2019-11-02
3305;4;4337;109.0;2019-02-19
3306;4;5322;144.0;2018-11-24
3307;4;4377;106.0;2018-03-17
3308;4;7066;112.8;2019-11-06
3309;4;7688;160.5;2019-12-04
3310;4;4554;107.0;2018-06-20
3311;4;2062;97.0;2018-04-28
3312;4;3313;89.1;2019-01-23
3313;4;7821;126.0;2019-12-28
3314;4;8402;98.0;2019-02-28
3315;4;65;138.0;2018-03-27
3316;4;5408;157.5;2019-01-08
3317;4;5562;92.0;2019-08-11
3318;4;3718;208.0;2018-03-15
3319;4;9228;159.8;2019-05-14
3320;4;7182;94.5;2019-10-23
3321;4;2778;130.8;2018-11-22
3322;4;9545;139.5;2019-11-21
3323;4;6931;178.5;2019-11-28
3324;4;6973;153.0;2019-07-09
3325;4;8480;202.0;2017-05-27
3326;4;6601;139.5;2019-10-19
3327;4;6055;145.5;2019-02-03
3328;4;914;102.0;2016-07-19
3329;4;278;136.5;2016-05-05
3330;4;894;124.8;2016-11-28
3331;4;6936;107.0;2019-07-16
3332;4;2782;97.0;2019-01-26
3333;4;1439;135.0;2018-02-17
3334;4;1301;159.0;2018-11-14
3335;4;484;129.6;2018-12-27
3336;4;6627;108.0;2019-12-19
3337;4;4755;93.0;2019-04-30
3338;4;9738;142.5;2019-06-17
3339;4;9459;92.0;2019-10-03
3340;4;5515;81.9;2019-05-19
3341;4;3932;138.0;2019-06-17
3342;4;433;93.6;2018-06-01
3343;4;5371;110.4;2019-08-02
3344;4;772;102.0;2018-08-20
3345;4;7317;127.2;2019-12-08
3346;4;1725;168.3;2017-12-10
3347;4;479;93.0;2019-02-10
3348;4;1533;88.2;2017-01-27
3349;4;741;101.0;2017-06-17
3350;4;9787;111.6;2019-08-07
3351;4;7881;97.0;2019-12-29
3352;4;3297;90.0;2019-08-05
3353;4;4230;111.6;2019-04-06
3354;4;8685;95.0;2018-06-03
3355;4;7868;92.0;2019-12-21
3356;4;7958;109.2;2019-12-29
3357;4;2006;104.0;2019-10-23
3358;4;5540;92.0;2019-02-21
3359;4;5391;128.4;2019-04-28
3360;4;4842;105.0;2019-09-02
3361;4;6412;115.2;2019-10-04
3362;4;2177;92.0;2017-03-18
3363;4;1698;102.0;2019-03-21
3364;4;3843;105.0;2018-01-16
3365;4;4260;108.0;2018-03-16
3366;4;7620;93.6;2019-12-04
3367;4;3101;156.0;2018-10-05
3368;4;7427;158.1;2019-12-16
3369;4;8245;108.0;2019-06-15
3370;4;6419;111.6;2019-10-28
3371;4;1055;108.0;2016-09-04
3372;4;7435;100.0;2019-11-18
3373;4;7235;102.0;2019-10-12
3374;4;8697;154.5;2018-12-04
3375;4;982;105.0;2019-01-01
3376;4;6808;103.0;2019-10-08
3377;4;6535;132.0;2019-10-26
3378;4;6702;107.0;2019-10-11
3379;4;1258;110.0;2017-09-14
3380;4;3609;96.0;2019-01-29
3381;4;3306;138.0;2019-03-23
3382;4;1672;154.7;2017-12-15
3383;4;436;159.0;2017-01-29
3384;4;6718;116.4;2019-12-15
3385;4;2942;100.0;2017-07-03
3386;4;1963;129.6;2017-10-01
3387;4;7971;121.2;2019-12-31
3388;4;8331;109.0;2018-01-23
3389;4;9334;147.0;2018-12-08
3390;4;130;103.0;2018-06-07
3391;4;3079;104.0;2017-10-19
3392;4;8306;101.0;2019-11-23
3393;4;5686;130.8;2019-05-25
3394;4;2559;111.6;2017-06-04
3395;4;7117;138.0;2019-09-27
3396;4;9355;92.0;2018-11-27
3397;4;2837;90.0;2019-03-14
3398;4;9401;153.0;2019-10-10
3399;4;7120;148.5;2019-11-23
3400;4;76;110.0;2016-03-21
3401;4;8861;150.0;2018-03-15
3402;4;7086;97.0;2019-09-02
3403;4;2070;192.0;2019-06-05
3404;4;4939;89.1;2019-07-06
3405;4;7152;128.4;2019-12-18
3406;4;7995;95.4;2019-12-30
3407;4;8884;153.0;2018-07-27
3408;4;6433;165.0;2019-05-17
3409;4;179;94.0;2018-11-05
3410;4;4037;112.8;2019-04-04
3411;4;2044;89.1;2018-08-12
3412;4;4841;192.0;2018-06-24
3413;4;2589;87.3;2017-11-17
3414;4;1839;101.0;2019-10-11
3415;4;9641;151.5;2019-06-05
3416;4;5306;99.0;2019-07-08
3417;4;466;186.0;2019-10-18
3418;4;7281;105.0;2019-12-28
3419;4;8146;109.2;2019-09-22
3420;4;284;88.2;2017-05-17
3421;4;3205;99.0;2019-10-16
3422;4;6165;110.4;2019-07-25
3423;4;658;159.0;2018-08-16
3424;4;7815;95.0;2019-12-13
3425;4;694;96.0;2019-03-01
3426;4;6228;110.0;2019-05-30
3427;4;6020;94.0;2019-11-05
3428;4;2332;168.3;2018-11-15
3429;4;1221;183.6;2018-04-24
3430;4;2459;86.4;2018-12-29
3431;4;1311;122.4;2018-05-04
3432;4;5687;85.5;2019-01-13
3433;4;4954;109.0;2019-03-12
3434;4;4567;124.8;2018-05-25
3435;4;6544;96.0;2019-07-07
3436;4;145;118.8;2019-01-25
3437;4;3692;108.0;2018-08-02
3438;4;353;130.8;2017-09-15
3439;4;8291;90.0;2019-08-17
3440;4;4079;108.0;2018-11-01
3441;4;74;96.3;2017-08-06
3442;4;3389;128.4;2018-03-12
3443;4;8514;142.5;2017-03-12
3444;4;3660;96.0;2018-04-06
3445;4;8467;216.0;2018-03-07
3446;4;6814;97.0;2019-12-18
3447;4;5916;95.4;2019-04-22
3448;4;661;92.0;2017-04-01
3449;4;5318;96.0;2019-03-02
3450;4;7642;97.0;2019-11-01
3451;4;9765;110.0;2019-08-26
3452;4;7278;212.0;2019-11-21
3453;4;9025;139.5;2018-03-27
3454;4;7554;112.8;2019-10-20
3455;4;289;138.0;2017-07-24
3456;4;3777;93.0;2018-04-10
3457;4;7894;118.8;2019-12-31
3458;4;6859;202.0;2019-11-06
3459;4;5651;136.5;2019-07-31
3460;4;3846;122.4;2019-12-27
3461;4;279;129.6;2017-02-02
3462;4;8008;106.0;2019-11-18
3463;4;2504;121.2;2019-06-08
3464;4;5238;95.0;2018-09-23
3465;4;2654;129.6;2018-12-19
3466;4;3863;111.6;2019-11-17
3467;4;6421;216.0;2019-11-02
3468;4;799;101.0;2016-06-28
3469;4;9864;89.1;2019-12-01
3470;4;3791;127.2;2018-03-04
3471;4;8577;135.0;2019-10-15
3472;4;5754;99.0;2019-01-31
3473;4;6774;109.2;2019-07-24
3474;4;7557;114.0;2019-12-09
3475;4;7264;165.0;2019-09-07
3476;4;2517;112.8;2018-04-11
3477;4;2023;117.6;2018-08-21
3478;4;2992;157.5;2019-05-06
3479;4;6318;116.4;2019-11-07
3480;4;3520;96.0;2018-04-15
3481;4;2737;105.0;2018-10-27
3482;4;8453;90.0;2018-01-23
3483;4;7653;95.4;2019-12-14
3484;4;5855;104.0;2019-10-31
3485;4;3664;104.0;2018-03-02
3486;4;5206;123.6;2019-12-03
3487;4;1833;110.4;2017-12-19
3488;4;8956;100.0;2018-03-08
3489;4;5462;145.5;2019-01-31
3490;4;8055;128.4;2016-08-08
3491;4;8815;102.0;2018-04-27
3492;4;7987;116.4;2019-12-29
3493;4;4620;118.8;2018-09-08
3494;4;4679;154.5;2019-08-31
3495;4;839;107.0;2017-09-30
3496;4;1102;110.0;2019-07-01
3497;4;1857;165.0;2018-10-03
3498;4;5709;107.0;2019-02-15
3499;4;819;91.0;2017-02-11
3500;4;8367;99.0;2017-10-18
3501;4;6726;141.0;2019-08-18
3502;4;7451;98.0;2019-10-02
3503;4;2524;156.0;2019-02-24
3504;4;3697;175.1;2018-10-10
3505;4;3678;86.4;2019-05-10
3506;4;9171;148.5;2018-11-19
3507;4;3214;123.6;2019-10-29
3508;4;9026;100.0;2019-11-23
3509;4;8746;96.0;2019-03-29
3510;6;4875;412.5;2019-05-23
3511;6;5993;540.0;2019-03-13
3512;6;1426;252.5;2017-08-22
3513;6;6902;382.5;2019-11-28
3514;6;7302;403.8;2019-11-25
3515;6;5660;231.8;2019-07-22
3516;6;45;275.0;2018-06-25
3517;6;6755;291.0;2019-07-31
3518;6;8413;276.0;2019-06-24
3519;6;2428;405.0;2018-10-18
3520;6;9360;237.5;2019-01-05
3521;6;3659;291.0;2019-02-24
3522;6;6254;291.0;2019-05-07
3523;6;7514;390.0;2019-12-31
3524;6;9338;243.0;2018-11-07
3525;6;2014;220.5;2018-02-23
3526;6;3031;207.0;2019-09-26
3527;6;7457;250.0;2019-11-18
3528;6;1085;227.5;2019-07-25
3529;6;4718;247.5;2018-08-26
3530;6;2649;229.5;2019-02-06
3531;6;7795;227.5;2019-12-16
3532;6;8614;272.5;2019-08-25
3533;6;933;202.5;2019-05-01
3534;6;9226;399.5;2019-01-15
3535;6;2103;291.0;2018-04-26
3536;6;3542;425.0;2018-02-22
3537;6;3605;242.5;2018-11-11
3538;6;9880;211.5;2019-09-28
3539;6;9489;262.5;2019-07-15
3540;6;9725;227.5;2019-06-25
3541;6;4176;525.0;2018-03-04
3542;6;5824;294.0;2019-07-20
3543;6;2129;348.8;2018-02-22
3544;6;9069;273.0;2019-01-30
3545;6;5672;255.0;2019-08-13
3546;6;6309;245.3;2019-09-29
3547;6;4626;260.0;2019-02-02
3548;6;8162;352.5;2016-07-28
3549;6;4490;265.0;2019-04-17
3550;6;8689;245.3;2019-04-12
3551;6;8583;218.3;2019-02-24
3552;6;7658;270.0;2019-12-12
3553;6;7693;282.0;2019-12-12
3554;6;6240;204.8;2019-08-02
3555;6;9095;242.5;2018-10-25
3556;6;2947;321.0;2017-11-30
3557;6;5321;363.8;2019-08-03
3558;6;2544;450.5;2019-06-29
3559;6;4712;363.8;2019-01-04
3560;6;4955;382.5;2018-09-14
3561;6;6597;272.5;2019-05-20
3562;6;7564;401.3;2019-11-09
3563;6;8612;378.8;2018-03-02
3564;6;4737;297.0;2018-07-04
3565;6;4789;222.8;2018-11-06
3566;6;5885;255.0;2019-11-08
3567;6;6994;250.0;2019-07-31
3568;6;3972;245.0;2019-11-17
3569;6;7991;255.0;2019-12-31
3570;6;2043;235.0;2018-06-24
3571;6;9817;260.0;2019-12-01
3572;6;6287;232.5;2019-09-20
3573;6;2094;412.5;2017-11-05
3574;6;1314;345.0;2018-06-15
3575;6;417;242.5;2019-07-09
3576;6;1052;240.0;2016-07-18
3577;6;7831;275.0;2019-12-31
3578;6;6924;265.0;2019-12-31
3579;6;2927;345.0;2017-11-03
3580;6;2150;262.5;2018-07-28
3581;6;5920;237.5;2019-10-12
3582;6;6222;397.5;2019-11-17
3583;6;731;262.5;2019-05-08
3584;6;9087;225.0;2019-02-12
3585;6;3075;260.0;2019-12-18
3586;6;9018;272.5;2018-08-27
3587;6;4892;395.3;2019-06-23
3588;6;6796;401.3;2019-10-27
3589;6;6911;235.0;2019-11-21
3590;6;1123;220.5;2016-12-18
3591;6;8859;356.3;2017-11-16
3592;6;3478;243.0;2019-11-26
3593;6;9632;225.0;2019-09-04
3594;6;4807;363.8;2018-06-10
3595;6;4509;235.0;2018-06-18
3596;6;2923;207.0;2019-05-07
3597;6;8793;393.8;2018-06-02
3598;6;5704;270.0;2019-03-01
3599;6;5219;245.0;2019-04-22
3600;6;8877;275.0;2018-12-02
3601;6;8410;303.0;2019-05-21
3602;6;2917;255.0;2019-01-05
3603;6;3423;337.5;2018-09-11
3604;6;4244;272.5;2019-03-02
3605;6;5192;386.3;2019-03-03
3606;6;4684;262.5;2019-04-17
3607;6;3999;240.0;2018-11-15
3608;6;7187;405.0;2019-10-18
3609;6;2813;285.0;2018-10-01
3610;6;7251;237.5;2019-11-07
3611;6;9482;390.0;2019-11-12
3612;6;9470;216.0;2019-10-13
3613;6;1752;279.0;2019-04-09
3614;6;8653;446.3;2017-10-18
3615;6;339;265.0;2018-02-20
3616;6;9857;255.0;2019-11-04
3617;6;3487;429.3;2017-12-17
3618;6;2244;275.0;2018-03-26
3619;6;1367;300.0;2017-02-13
3620;6;6769;306.0;2019-07-02
3621;6;5591;247.5;2019-10-20
3622;6;7103;309.0;2019-12-07
3623;6;5291;245.0;2019-05-15
3624;6;9949;240.0;2019-12-23
3625;6;8634;252.5;2019-01-22
3626;6;3697;225.0;2019-03-01
3627;6;5967;260.0;2019-06-19
3628;6;463;321.0;2017-10-09
3629;6;6686;235.0;2019-06-14
3630;6;3588;405.0;2019-10-13
3631;6;6542;255.0;2019-05-03
3632;6;2013;252.5;2019-07-04
3633;6;738;405.0;2018-10-22
3634;6;1350;327.0;2019-10-13
3635;6;2417;265.0;2019-05-12
3636;6;4206;242.5;2019-12-16
3637;6;8246;276.0;2019-03-17
3638;6;5386;227.5;2019-06-27
3639;6;4926;324.0;2019-07-02
3640;6;263;237.5;2017-07-27
3641;6;2948;395.3;2019-09-04
3642;6;1854;300.0;2018-05-26
3643;6;9275;270.0;2018-10-17
3644;6;7400;337.5;2019-12-16
3645;6;5652;272.5;2018-12-07
3646;6;2552;390.0;2017-06-05
3647;6;9477;270.0;2019-03-03
3648;6;8062;227.5;2016-02-11
3649;6;1136;243.0;2019-01-24
3650;6;3253;225.0;2018-11-13
3651;6;3754;267.5;2019-01-14
3652;6;4129;291.0;2019-08-17
3653;6;6026;218.3;2019-08-25
3654;6;3745;267.5;2018-05-16
3655;6;6220;303.0;2019-05-30
3656;6;4226;272.5;2018-07-21
3657;6;9622;238.5;2019-09-11
3658;6;4619;265.0;2019-11-08
3659;6;4478;276.0;2018-08-05
3660;6;6347;260.0;2019-03-24
3661;6;3006;312.0;2017-10-31
3662;6;8701;327.0;2018-05-02
3663;6;8352;243.0;2019-07-04
3664;6;4164;245.0;2018-05-01
3665;6;1713;324.0;2017-07-10
3666;6;6965;454.8;2019-10-07
3667;6;1691;257.5;2017-11-28
3668;6;5579;337.5;2019-03-03
3669;6;3792;252.5;2018-07-02
3670;6;9743;279.0;2019-07-31
3671;6;8114;270.0;2016-11-11
3672;6;6340;255.0;2019-12-31
3673;6;8193;450.0;2017-07-07
3674;6;4079;238.5;2019-02-14
3675;6;1371;279.0;2017-05-20
3676;6;9907;401.3;2019-11-21
3677;6;8041;390.0;2019-02-03
3678;6;7223;367.5;2019-08-25
3679;6;2888;247.5;2019-06-15
3680;6;7086;315.0;2019-10-10
3681;6;9625;390.0;2019-08-22
3682;6;4400;282.0;2019-03-24
3683;6;2198;240.8;2017-07-10
3684;6;5485;459.0;2019-03-20
3685;6;674;235.0;2016-07-30
3686;6;6244;397.5;2019-10-03
3687;6;867;242.5;2019-08-06
3688;6;9267;294.0;2019-08-05
3689;6;799;315.0;2018-07-28
3690;6;7579;279.0;2019-12-07
3691;6;6811;232.5;2019-11-05
3692;6;4353;386.3;2019-12-26
3693;6;3136;252.5;2019-09-22
3694;6;4588;363.8;2019-04-30
3695;6;3912;540.0;2019-07-14
3696;6;2796;235.0;2018-06-19
3697;6;8138;250.0;2016-04-27
3698;6;1852;267.5;2017-01-23
3699;6;1308;356.3;2019-06-11
3700;6;2789;318.0;2017-06-08
3701;6;298;252.5;2019-07-14
3702;6;4201;535.0;2019-06-25
3703;6;7799;222.8;2019-12-22
3704;6;7528;250.0;2019-10-15
3705;6;3366;273.0;2018-01-29
3706;6;861;378.8;2018-12-13
3707;6;9437;371.3;2019-03-28
3708;6;6982;257.5;2019-08-06
3709;6;2391;352.5;2018-04-09
3710;6;1107;237.5;2017-08-10
3711;6;2579;257.5;2018-03-15
3712;6;1515;211.5;2019-11-14
3713;6;9302;312.0;2019-09-10
3714;6;1048;273.0;2018-07-18
3715;6;405;337.5;2018-11-14
3716;6;5260;348.8;2019-01-20
3717;6;4163;262.5;2019-03-22
3718;6;1227;229.5;2017-02-25
3719;6;8221;257.5;2019-01-21
3720;6;153;234.0;2019-03-23
3721;6;6040;247.5;2019-06-20
3722;6;3272;348.8;2019-07-18
3723;6;1779;309.0;2019-05-04
3724;6;8648;240.0;2019-12-05
3725;6;5831;345.0;2019-06-23
3726;6;1813;520.0;2017-07-09
3727;6;3235;232.5;2019-08-20
3728;6;4213;275.0;2018-05-11
3729;6;8396;225.0;2017-04-25
3730;6;4761;232.5;2018-06-06
3731;6;1397;386.3;2018-02-27
3732;6;4003;260.0;2019-08-22
3733;6;2838;273.0;2018-04-20
3734;6;1060;312.0;2018-09-18
3735;6;6491;500.0;2019-11-06
3736;6;7271;267.5;2019-11-04
3737;6;7892;530.0;2019-12-17
3738;6;44;232.5;2016-12-27
3739;6;4750;345.0;2019-10-20
3740;6;6494;525.0;2019-11-11
3741;6;4031;250.0;2018-09-14
3742;6;664;267.5;2019-01-18
3743;6;4901;250.0;2018-12-01
3744;6;5542;240.0;2019-10-04
3745;6;5132;337.5;2019-06-29
3746;6;2002;237.5;2017-10-19
3747;6;6776;442.0;2019-12-10
3748;6;667;235.0;2016-06-17
3749;6;306;242.5;2017-03-22
3750;6;8756;294.0;2018-03-02
3751;6;2186;262.5;2017-11-30
3752;6;5637;272.5;2019-01-10
3753;6;872;237.5;2016-11-04
3754;6;6646;227.5;2019-12-09
3755;6;9513;247.5;2019-04-26
3756;6;1883;265.0;2018-11-24
3757;6;8323;225.0;2019-09-10
3758;6;3073;275.0;2019-09-17
3759;6;6402;382.5;2019-06-09
3760;6;8223;262.5;2016-11-26
3761;6;6613;405.0;2019-08-08
3762;6;7784;247.5;2019-12-14
3763;6;9547;240.0;2019-04-20
3764;6;2348;446.3;2017-11-15
3765;6;6266;540.0;2019-05-07
3766;6;6771;252.5;2019-06-18
3767;6;6428;234.0;2019-07-22
3768;6;8128;242.5;2017-10-01
3769;6;8027;412.5;2019-12-16
3770;6;196;229.5;2018-01-31
3771;6;1727;220.5;2017-06-27
3772;6;8533;225.0;2019-05-16
3773;6;1438;236.3;2018-04-26
3774;6;1741;270.0;2019-07-28
3775;6;121;227.5;2019-02-17
3776;6;3874;262.5;2019-08-24
3777;6;7053;235.0;2019-09-19
3778;6;2444;282.0;2019-02-16
3779;6;8054;363.8;2019-09-15
3780;6;9179;401.3;2019-04-05
3781;6;1437;285.0;2019-05-22
3782;6;6832;230.0;2019-09-05
3783;6;9321;255.0;2019-07-01
3784;6;2159;232.5;2019-04-16
3785;6;967;230.0;2018-07-24
3786;6;2963;240.0;2017-07-18
3787;6;3211;270.0;2019-02-22
3788;6;5791;300.0;2019-01-21
3789;6;3781;285.0;2019-01-17
3790;6;833;270.0;2017-10-28
3791;6;9392;378.8;2019-12-28
3792;6;5287;218.3;2019-09-16
3793;6;9255;240.0;2019-07-29
3794;6;5551;442.0;2019-11-11
3795;6;689;255.0;2016-05-25
3796;6;9631;247.5;2019-06-20
3797;6;890;270.0;2017-05-13
3798;6;2645;386.3;2019-10-17
3799;6;3535;401.3;2018-01-21
3800;6;2061;401.3;2017-03-27
3801;6;1602;356.3;2019-06-02
3802;6;2916;235.0;2019-05-16
3803;6;5940;243.0;2019-12-16
3804;6;2227;216.0;2019-11-05
3805;6;50;245.3;2019-07-03
3806;6;3452;250.0;2019-02-21
3807;6;4514;245.3;2018-06-21
3808;6;5144;412.5;2019-06-05
3809;6;2839;390.0;2019-12-31
3810;6;9373;467.5;2019-01-05
3811;6;5469;204.8;2019-03-11
3812;6;8494;375.0;2017-12-06
3813;6;374;341.3;2019-09-27
3814;6;8393;242.5;2018-09-12
3815;6;9028;291.0;2019-07-11
3816;6;394;386.8;2016-07-23
3817;6;3126;267.5;2017-12-31
3818;6;6366;272.5;2019-09-19
3819;6;3436;390.0;2019-11-08
3820;6;4274;265.0;2018-03-12
3821;6;1464;260.0;2017-11-27
3822;6;7451;294.0;2019-11-07
3823;6;2414;285.0;2017-10-05
